"photo.code","site","month","year","area.cm2","num.frag","mort.","mort.parc","perd","blanq","structure","data_entry_person","date"
"P6200347","Cacique","6","2024",514.601,21,0,0,0,0,"201","Enrique",2024-06-01
"P6200349","Cacique","6","2024",378.648,21,0,0,0,0,"202","Enrique",2024-06-01
"P6200368","Cacique","6","2024",631.649,17,0,0,0,0,"203","Enrique",2024-06-01
"P6200305","Cacique","6","2024",442.508,19,0,0,1,0,"204","Enrique",2024-06-01
"P6200291","Cacique","6","2024",629.462,17,0,0,2,0,"206","Enrique",2024-06-01
"P6200354","Cacique","6","2024",565.723,17,0,0,1,0,"207","Enrique",2024-06-01
"P6200299","Cacique","6","2024",412.058,21,0,0,0,0,"209","Enrique",2024-06-01
"P6200345","Cacique","6","2024",579.028,22,0,0,0,0,"210","Enrique",2024-06-01
"P6200351","Cacique","6","2024",353.133,21,0,0,1,0,"211","Enrique",2024-06-01
"P6200364","Cacique","6","2024",762.326,21,0,1,0,0,"212","Enrique",2024-06-01
